종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"316140","우리금융지주","10950","150","1.39","10850","10950","10800","2122524","23100968700","7972263011550","728060549"
"118000","우리들휴브레인","1610","20","1.26","1600","1620","1570","210878","336004155","129925074440","80698804"
"010050","우리종금","910","1","0.11","911","919","905","2898519","2640625025","795525099460","874203406"
"006980","우성사료","31700","600","1.93","30900","31800","30900","14154","445639350","97953000000","3090000"
"017370","우신시스템","4500","-280","-5.86","4760","4870","4355","287941","1339953260","82413243000","18314054"
"105840","우진","8310","10","0.12","8270","8470","8080","334167","2759494310","168889232340","20323614"
"010400","우진아이엔에스","8010","-10","-0.12","8020","8040","7930","18543","148374520","61052220000","7622000"
"049800","우진플라임","4930","115","2.39","4780","4950","4730","137164","666291200","98600000000","20000000"
"016880","웅진","2320","-70","-2.93","2350","2365","2280","1196711","2771767165","185430825600","79927080"
"095720","웅진씽크빅","3600","-20","-0.55","3605","3620","3545","302485","1082029295","415821546000","115505985"
"005820","원림","21600","-200","-0.92","21500","21650","21350","2329","50005700","49636152000","2297970"
"010600","웰바이오텍","2185","0","0.00","2185","2200","2155","291584","632373505","128209778140","58677244"
"008600","윌비스","2490","-65","-2.54","2535","2570","2455","2466069","6172937490","163772060880","65771912"
"033270","유나이티드제약","51400","200","0.39","51600","51700","50400","93040","4748762800","834983850800","16244822"
"014830","유니드","138000","0","0.00","136500","140500","135500","157267","21688974000","1226798334000","8889843"
"000910","유니온","6700","0","0.00","6680","6760","6580","114271","763193510","104597847300","15611619"
"047400","유니온머티리얼","3305","0","0.00","3305","3340","3280","177113","585985270","138810000000","42000000"
"011330","유니켐","1650","-5","-0.30","1655","1660","1620","372604","611346480","113372065950","68710343"
"077500","유니퀘스트","10950","0","0.00","10900","11000","10700","106069","1151623550","299255013750","27329225"
"002920","유성기업","3450","-60","-1.71","3500","3500","3445","83044","287856785","89518875000","25947500"
"000700","유수홀딩스","6150","10","0.16","6120","6180","6100","32133","196680520","160157143800","26041812"
"003470","유안타증권","4285","20","0.47","4265","4285","4220","173293","738188080","855271328160","199596576"
"003475","유안타증권우","4340","75","1.76","4270","4345","4220","30960","132613470","56039000080","12912212"
"072130","유엔젤","4950","20","0.41","4875","4990","4875","138071","678895280","65317497300","13195454"
"000220","유유제약","8600","-20","-0.23","8620","8740","8510","82662","712180060","148198218600","17232351"
"000225","유유제약1우","11200","100","0.90","11200","11250","11000","4930","54831200","25389616000","2266930"
"000227","유유제약2우B","24750","250","1.02","24450","24900","24400","586","14419350","8057610000","325560"
"001200","유진투자증권","4010","20","0.50","3945","4030","3935","237260","944865510","388434336180","96866418"
"000100","유한양행","64300","700","1.10","63600","64700","62800","263456","16812159700","4499261263700","69972959"
"000105","유한양행우","59700","-100","-0.17","59800","59800","59300","1867","111037400","70502118000","1180940"
"003460","유화증권","2735","10","0.37","2705","2735","2660","120541","326018645","155081105025","56702415"
"003465","유화증권우","2790","40","1.45","2730","2790","2730","1170","3257485","48759225750","17476425"
"008730","율촌화학","20550","-200","-0.96","20750","20900","20350","42413","872785450","509640000000","24800000"
"008250","이건산업","15100","250","1.68","14850","15250","14450","353064","5263182850","165384788500","10952635"
"025820","이구산업","4595","-135","-2.85","4940","5130","4560","3628435","17343169525","153665990000","33442000"
"214320","이노션","59600","900","1.53","59300","60400","58800","40520","2403265300","1192000000000","20000000"
"088260","이리츠코크렙","5970","-40","-0.67","6000","6000","5970","70394","421844370","378149292300","63341590"
"139480","이마트","170000","0","0.00","171500","172000","168500","129508","22027737000","4738889230000","27875819"
"007660","이수페타시스","4930","30","0.61","4855","4995","4750","1247288","6070071810","203453202140","41268398"
"005950","이수화학","15100","250","1.68","14850","15200","14350","1630532","24148532550","422189114400","27959544"
"015020","이스타코","5250","255","5.11","5030","5430","4835","22251241","115268141550","224970900000","42851600"
"093230","이아이디","430","3","0.70","422","439","417","20783495","8926808129","359300778150","835583205"
"074610","이엔플러스","3995","240","6.39","3755","4080","3755","1181486","4679924685","205040518575","51324285"
"102460","이연제약","55900","-300","-0.53","56200","57100","55100","244925","13710876400","1006120454300","17998577"
"084680","이월드","2830","-15","-0.53","2830","2875","2810","274450","780953925","401311526190","141806193"
"350520","이지스레지던스리츠","5110","20","0.39","5100","5110","5080","17254","87936260","105266000000","20600000"
"334890","이지스밸류리츠","5560","-40","-0.71","5600","5600","5540","34992","194549290","133440000000","24000000"
"000760","이화산업","18600","-50","-0.27","18600","18650","18050","1968","36440850","52080000000","2800000"
"014990","인디에프","1590","25","1.60","1550","1600","1510","325450","507576340","93703462050","58932995"
"101140","인바이오젠","4785","10","0.21","4715","4985","4625","4379041","21173229880","246721284645","51561397"
"006490","인스코비","5380","-670","-11.07","6050","6220","5220","11105174","62329374000","585098806500","108754425"
"023800","인지컨트롤스","15300","0","0.00","15150","15650","15150","79003","1209290900","231949958400","15160128"
"034590","인천도시가스","28300","50","0.18","28000","28550","27950","5249","148386950","123805538200","4374754"
"129260","인터지스","4530","370","8.89","4175","4660","4100","3700756","16396496690","134757869220","29747874"
"023810","인팩","14450","950","7.04","13450","14750","13200","188745","2686885550","144500000000","10000000"
"249420","일동제약","14200","50","0.35","14200","14350","14000","16426","233222900","338006647000","23803285"
"000230","일동홀딩스","12450","0","0.00","12550","12550","12400","3593","44805650","143677980000","11540400"
"013360","일성건설","5640","1300","29.95","4295","5640","4210","50633868","257619829855","304700323200","54024880"
"003120","일성신약","80100","500","0.63","79800","80200","79400","1135","90412600","213066000000","2660000"
"003200","일신방직","112500","2000","1.81","110500","112500","109500","2718","301814500","270000000000","2400000"
"007110","일신석재","2695","55","2.08","2660","2715","2570","2630625","7004102255","208745563950","77456610"
"007570","일양약품","34300","300","0.88","33900","34550","33600","79441","2705574700","654638275200","19085664"
"007575","일양약품우","33900","200","0.59","33700","33900","33650","496","16720800","15088212000","445080"
"008500","일정실업","20600","-100","-0.48","20650","20650","20500","1352","27804750","24720000000","1200000"
"081000","일진다이아","44800","-1200","-2.61","46000","46450","44650","241625","10884947750","636293280000","14202975"
"020760","일진디스플","4090","50","1.24","4040","4115","4010","62265","252820325","140975289740","34468286"
"020150","일진머티리얼즈","76900","-300","-0.39","77400","77600","75900","268920","20666440000","3545923211500","46110835"
"103590","일진전기","5820","-120","-2.02","5990","6030","5800","478493","2820249530","215807869800","37080390"
"271940","일진하이솔루스","78900","300","0.38","78900","81700","78800","355371","28420186900","2865110691000","36313190"
"015860","일진홀딩스","6730","-20","-0.30","6780","6880","6590","1076353","7206613770","332108560590","49347483"
"226320","잇츠한불","24900","700","2.89","24150","24900","24000","43431","1065500150","546039943500","21929315"
"317400","자이에스앤디","9680","-10","-0.10","9690","9760","9560","84750","815969430","375414793600","38782520"
"033240","자화전자","21550","750","3.61","21400","22400","20900","523097","11308879450","385745000000","17900000"
"000950","전방","41000","-400","-0.97","40800","41500","40000","2702","110381500","68880000000","1680000"
"348950","제이알글로벌리츠","5310","0","0.00","5310","5320","5300","487776","2588216600","879336000000","165600000"
"194370","제이에스코퍼레이션","20900","750","3.72","20050","21050","20050","61902","1273637450","278714060900","13335601"
"025620","제이준코스메틱","1345","15","1.13","1330","1350","1320","370138","494163080","94117842395","69976091"
"036420","제이콘텐트리","45450","1600","3.65","43850","45500","43000","109689","4899142550","801776450700","17640846"
"030000","제일기획","23500","400","1.73","23150","23700","22900","355566","8294857000","2703468787500","115041225"
"271980","제일약품","38700","0","0.00","38900","39200","38350","22793","882700000","569078546400","14704872"
"001560","제일연마","8400","60","0.72","8270","8400","8270","11446","95310920","84000000000","10000000"
"002620","제일파마홀딩스","19200","350","1.86","18800","19300","18400","7690","145039250","306688416000","15973355"
"006220","제주은행","6510","-10","-0.15","6550","6550","6470","109278","709825910","209158318740","32128774"
"089590","제주항공","21350","350","1.67","21000","23050","19600","476724","10311147650","821966780250","38499615"
"004910","조광페인트","8090","80","1.00","8010","8120","7960","16390","131714230","103552000000","12800000"
"004700","조광피혁","53900","200","0.37","54400","54500","53600","3318","178989100","358388538200","6649138"
"001550","조비","26200","250","0.96","25900","26300","24700","103738","2641260400","136036661800","5192239"
"000480","조선내화","90100","1100","1.24","90500","90500","89400","721","64802500","360400000000","4000000"
"120030","조선선재","117000","-1000","-0.85","118000","118500","115500","5100","594932000","147145167000","1257651"
"018470","조일알미늄","3535","105","3.06","3670","3680","3400","13244867","46846372050","362803133735","102631721"
"002600","조흥","196500","0","0.00","196500","198000","195500","297","58177500","117900000000","600000"
"185750","종근당","126500","500","0.40","126500","127000","125000","17864","2255121500","1445401523500","11426099"
"063160","종근당바이오","49950","-50","-0.10","50100","50300","49200","18273","908251300","274023801900","5485962"
"001630","종근당홀딩스","90800","300","0.33","91200","91200","89500","12256","1106282900","454895378800","5009861"
"044380","주연테크","1295","30","2.37","1265","1325","1240","1328217","1707612735","70722655255","54612089"
"013890","지누스","81000","1900","2.40","79200","81000","78100","38573","3095717500","1279836450000","15800450"
"013870","지엠비코리아","7260","60","0.83","7250","7330","7130","131449","951793460","138464752800","19072280"
"071320","지역난방공사","41450","850","2.09","41000","41650","40450","7375","302383500","479938938800","11578744"
"010580","지코","306","0","0.00","0","0","0","0","0","19761980616","64581636"
"035000","지투알","6480","10","0.15","6460","6560","6390","27180","175074410","107356810320","16567409"
"088790","진도","3625","-80","-2.16","3690","3700","3595","52996","192555745","45123072000","12447744"
"003780","진양산업","6200","130","2.14","6010","6250","6000","168381","1034377190","80600000000","13000000"
"010640","진양폴리","3880","110","2.92","3770","3915","3740","94323","360800115","38800000000","10000000"
"100250","진양홀딩스","3085","5","0.16","3065","3085","3050","55031","168746250","172436975820","55895292"
"051630","진양화학","3940","50","1.29","3885","3940","3875","22675","88486850","47280000000","12000000"
"272450","진에어","21600","0","0.00","21600","22200","21400","180122","3923982800","972000000000","45000000"
"011000","진원생명과학","38800","100","0.26","40100","40850","38450","3341267","132117232250","1754206510400","45211508"
"002780","진흥기업","2355","45","1.95","2305","2355","2280","1752093","4056918240","342585959475","145471745"
"002787","진흥기업2우B","16500","500","3.13","16000","16500","15900","2229","36155500","4864332000","294808"
"002785","진흥기업우B","6590","50","0.76","6550","6590","6500","2168","14175080","5649066620","857218"
"009310","참엔지니어링","1455","5","0.34","1450","1460","1415","109099","156906960","80794060620","55528564"
"000650","천일고속","70200","0","0.00","70400","70500","69700","387","27078800","100331244000","1429220"
"033250","체시스","1515","10","0.66","1500","1550","1500","121009","184336440","48480000000","32000000"
"035720","카카오","130000","1500","1.17","127000","133500","126000","9918050","1293457010500","57848983400000","444992180"
"323410","카카오뱅크","68900","-3100","-4.31","71000","72400","68100","6750339","467430057000","32734406329300","475100237"
"006380","카프로","5010","25","0.50","5010","5250","4860","1590623","8121981640","200400000000","40000000"
"109070","컨버즈","4100","0","0.00","0","0","0","0","0","66185504600","16142806"
"001620","케이비아이동국실업","1445","5","0.35","1460","1475","1400","7971330","11445712365","126029976765","87217977"
"029460","케이씨","22900","0","0.00","22900","22900","22500","49311","1121829700","310387607600","13554044"
"281820","케이씨텍","25150","650","2.65","24650","25400","24350","56966","1414370700","524668133400","20861556"
"145270","케이탑리츠","1750","-120","-6.42","1870","2035","1745","11819773","22694157085","80892222250","46224127"
"357120","코람코에너지리츠","6200","30","0.49","6200","6210","6150","36872","228137140","431644000000","69620000"
"007815","코리아써우","7510","10","0.13","7630","7630","7350","10033","75277240","22264821900","2964690"
"007810","코리아써키트","15300","200","1.32","15150","15350","14800","289439","4359504300","361397490300","23620751"
"00781K","코리아써키트2우B","8900","0","0.00","8900","8940","8880","511","4545180","6974921100","783699"
"003690","코리안리","9310","-40","-0.43","9310","9350","9270","133170","1239461790","1120636469960","120369116"
"192820","코스맥스","132000","5500","4.35","128500","133000","126500","93254","12179635500","1498135188000","11349509"
"044820","코스맥스비티아이","18000","0","0.00","17800","18000","17650","7409","132162300","172870578000","9603921"
"005070","코스모신소재","47250","2000","4.42","45350","47850","44450","1610347","75350982600","1421605505250","30086889"
"005420","코스모화학","18500","-300","-1.60","18700","19350","18450","1169388","22125243900","513695771500","27767339"
"071950","코아스","1330","10","0.76","1310","1330","1295","192348","253521520","41106589300","30907210"
"002020","코오롱","45250","9350","26.04","36050","46650","36050","3800508","163018909650","571345776500","12626426"
"003070","코오롱글로벌","29100","1800","6.59","27200","31500","26750","2133978","63017724600","733623745800","25210438"
"003075","코오롱글로벌우","39500","550","1.41","37300","41000","36850","20596","801427950","12355718500","312803"
"144620","코오롱머티리얼","3075","0","0.00","0","0","0","0","0","211125302625","68658635"
"002025","코오롱우","26550","4550","20.68","21800","27950","21800","829364","21158471000","28578154500","1076390"
"120110","코오롱인더","94900","2500","2.71","92900","95600","91500","471054","44268239900","2560291916000","26978840"
"120115","코오롱인더우","42600","2000","4.93","40700","43150","40100","106536","4466687650","117910836000","2767860"
"138490","코오롱플라스틱","12550","500","4.15","12300","12650","12100","1502323","18699813900","476900000000","38000000"
"021240","코웨이","77600","300","0.39","77300","78000","77000","128978","9992371600","5726850434400","73799619"
"031820","콤텍시스템","985","-11","-1.10","996","1005","975","1796471","1777561270","119235694010","121051466"
"192400","쿠쿠홀딩스","23650","100","0.42","23500","23900","23100","16318","381963350","841045675250","35562185"
"284740","쿠쿠홈시스","41150","900","2.24","40250","41150","39750","39835","1608094550","923296129500","22437330"
"015590","큐로","518","2","0.39","518","520","508","789473","404374081","119767628484","231211638"
"264900","크라운제과","10850","100","0.93","10700","10900","10650","15472","166045750","135883772500","12523850"
"26490K","크라운제과우","16850","-300","-1.75","17150","17450","16550","12398","210350900","13034486000","773560"
"005740","크라운해태홀딩스","9400","-10","-0.11","9540","9540","9330","19115","179312570","139565061800","14847347"
"005745","크라운해태홀딩스우","15600","50","0.32","15400","15600","15350","3001","46177000","9371325600","600726"
"259960","크래프톤","447000","-28000","-5.89","465000","469000","440500","832774","376416182000","21881295915000","48951445"
"020120","키다리스튜디오","15700","0","0.00","15600","16100","15500","441904","6980276750","520326762400","33141832"
"039490","키움증권","121500","4000","3.40","117500","121500","117000","100121","12023830500","3185670829500","26219513"
"014580","태경비케이","6240","50","0.81","6190","6290","6070","376769","2335780980","172118544000","27583100"
"015890","태경산업","6560","40","0.61","6590","6590","6430","130917","853823270","191740600000","29228750"
"006890","태경케미컬","15650","300","1.95","15250","15750","15250","53776","831795600","181540000000","11600000"
"003240","태광산업","1154000","41000","3.68","1113000","1154000","1104000","723","819066000","1284863600000","1113400"
"011280","태림포장","4655","55","1.20","4560","4680","4560","127915","591681945","329601650700","70805940"
"004100","태양금속","2420","10","0.41","2435","2490","2330","9762744","23612579590","88814000000","36700000"
"004105","태양금속우","4145","-140","-3.27","4200","4200","4075","236788","978665250","13678500000","3300000"
"009410","태영건설","12000","200","1.69","12000","12000","11750","36390","431913900","466789176000","38899098"
"009415","태영건설우","14500","450","3.20","14200","14650","14000","5316","76611100","18881059000","1302142"
"001420","태원물산","5610","-310","-5.24","5920","5920","5580","56673","324719110","42636000000","7600000"
"007980","태평양물산","2700","160","6.30","2530","2725","2500","1812693","4811152340","130003884900","48149587"
"055490","테이팩스","75700","1400","1.88","74700","76200","73000","44119","3298621900","357126105000","4717650"
"078000","텔코웨어","11450","50","0.44","11400","11500","11300","5328","60530000","111095983700","9702706"
"214420","토니모리","7560","-40","-0.53","7670","7680","7470","26627","201255510","138980930760","18383721"
"019180","티에이치엔","3745","-100","-2.60","3810","3860","3710","165807","626503230","67410000000","18000000"
"363280","티와이홀딩스","29050","-650","-2.19","29550","29550","28900","59409","1732532950","1166985415750","40171615"
"36328K","티와이홀딩스우","24400","-100","-0.41","24700","24700","24150","2382","57979550","30630247200","1255338"
"091810","티웨이항공","3835","35","0.92","3805","3970","3800","456571","1761883405","423116619965","110330279"
"004870","티웨이홀딩스","1275","-15","-1.16","1290","1300","1230","125880","161059635","98758309950","77457498"
"005690","파미셀","15650","-350","-2.19","16000","16100","15350","727530","11410620950","938357567500","59958950"
"036580","팜스코","6370","130","2.08","6300","6370","6230","63612","402389330","233956996910","36727943"
"004720","팜젠사이언스","9520","120","1.28","9350","9590","9320","104948","993711030","140067122160","14712933"
"028670","팬오션","7230","20","0.28","7320","7320","7150","4194697","30278752220","3864937571760","534569512"
"010820","퍼스텍","2355","-15","-0.63","2360","2410","2340","107729","254436990","113184738300","48061460"
"016800","퍼시스","38900","350","0.91","38600","39150","38200","1812","70084600","447350000000","11500000"
"001020","페이퍼코리아","2145","30","1.42","2105","2165","2090","52629","111987790","81000204285","37762333"
"090080","평화산업","2235","-105","-4.49","2320","2330","2200","2310657","5185717480","122706548865","54902259"
"010770","평화홀딩스","5250","-110","-2.05","5330","5360","5150","71365","375034480","76783696500","14625466"
"058430","포스코강판","65200","100","0.15","65500","66400","64300","30664","1995004800","391200000000","6000000"
"047050","포스코인터내셔널","22750","-100","-0.44","23050","23200","22200","985488","22287770700","2806784639750","123375149"
"003670","포스코케미칼","154000","0","0.00","153500","155500","151500","362215","55760333500","11929335880000","77463220"
"007630","폴루스바이오팜","1225","0","0.00","0","0","0","0","0","55134426375","45007695"
"017810","풀무원","16950","-100","-0.59","16950","17150","16850","53583","908210050","646143186900","38120542"
"103140","풍산","34800","250","0.72","34750","34900","34200","127887","4423311750","975244874400","28024278"
"005810","풍산홀딩스","30550","-450","-1.45","31000","31200","30250","30756","939509050","318011080400","10409528"
"950210","프레스티지바이오파마","34450","-2750","-7.39","36800","37850","33200","1153164","40469203200","2070312539750","60096155"
"086790","하나금융지주","43500","-450","-1.02","43650","44000","43100","1098231","47630650600","13060529697000","300242062"
"293480","하나제약","22400","-50","-0.22","22450","22550","22250","38145","854635100","398113990400","17772946"
"039130","하나투어","81800","1500","1.87","80700","83000","80500","120831","9892134200","1140225333000","13939185"
"172580","하이골드12호","2635","0","0.00","2635","2640","2620","1149","3020625","34372257500","13044500"
"153360","하이골드3호","2115","-20","-0.94","2120","2120","2100","12507","26419265","34156805850","16149790"
"352820","하이브","269500","-8500","-3.06","276500","279500","251000","743729","194794586500","10524195181500","39050817"
"071090","하이스틸","3745","-55","-1.45","3850","3850","3610","376715","1400904985","74897902800","19999440"
"019490","하이트론","4455","55","1.25","4580","4580","4305","91173","403757280","32616587520","7321344"
"000080","하이트진로","34500","200","0.58","34100","34700","34100","185970","6394010000","2419609579500","70133611"
"000087","하이트진로2우B","21300","100","0.47","21100","21300","21050","1309","27684700","24071939400","1130138"
"000140","하이트진로홀딩스","14600","50","0.34","14700","14700","14450","10878","158188700","338818769000","23206765"
"000145","하이트진로홀딩스우","18050","-100","-0.55","18150","18150","18000","542","9765200","8498120500","470810"
"152550","한국ANKOR유전","1565","15","0.97","1575","1575","1550","407","633725","109581300000","70020000"
"036460","한국가스공사","37500","500","1.35","37450","37900","36800","453592","17000628400","3461737500000","92313000"
"005430","한국공항","49200","1200","2.50","47850","49350","47850","8844","431154550","155784666000","3166355"
"071050","한국금융지주","89100","1300","1.48","88300","89600","86900","270220","23833356100","4965185887200","55725992"
"071055","한국금융지주우","68700","200","0.29","67600","68900","67500","23934","1635194700","402461843700","5858251"
"010040","한국내화","4295","-65","-1.49","4315","4360","4235","67052","287816470","176383031290","41067062"
"025540","한국단자","79900","1100","1.40","78600","79900","76900","41034","3207798600","832158500000","10415000"
"004090","한국석유","13000","-100","-0.76","13100","13100","12900","29727","385683350","165023560000","12694120"
"002200","한국수출포장","26850","-50","-0.19","26800","27200","26400","18810","503895750","107400000000","4000000"
"002960","한국쉘석유","268500","0","0.00","269000","270000","268000","1200","322715500","349050000000","1300000"
"000240","한국앤컴퍼니","16850","300","1.81","16650","17050","16350","193512","3236072250","1599658794000","94935240"
"123890","한국자산신탁","4455","20","0.45","4435","4470","4425","88883","395065365","552320885160","123977752"
"015760","한국전력","23350","200","0.86","23200","23450","23100","1397853","32511195200","14989861197950","641964077"
"006200","한국전자홀딩스","1410","30","2.17","1370","1425","1365","358858","500829100","65992421760","46803136"
"009540","한국조선해양","114000","5500","5.07","109000","114500","108500","337682","37844225500","8068135224000","70773116"
"023350","한국종합기술","9370","220","2.40","9140","9370","9060","271881","2495225270","102601500000","10950000"
"025890","한국주강","3010","90","3.08","2910","3015","2850","86807","256620195","34040869590","11309259"
"000970","한국주철관","10700","500","4.90","10250","10850","10150","540419","5707424950","243965350000","22800500"
"104700","한국철강","10700","-100","-0.93","10800","10950","10600","159673","1715233100","492735000000","46050000"
"017960","한국카본","11000","100","0.92","10900","11050","10800","161893","1771539800","483568327000","43960757"
"161890","한국콜마","47500","700","1.50","46450","47600","46450","87761","4134389200","1086856050000","22881180"
"024720","한국콜마홀딩스","23800","200","0.85","23600","23850","23350","37604","886825400","442125912200","18576719"
"161390","한국타이어앤테크놀로지","44950","850","1.93","44600","45200","44500","177862","7984188350","5568184351550","123875069"
"034830","한국토지신탁","2435","0","0.00","2410","2460","2405","845168","2056208150","614811275050","252489230"
"007280","한국특강","3705","-35","-0.94","3750","3805","3700","146025","545132670","197263373580","53242476"
"168490","한국패러랠","2035","-5","-0.25","2045","2045","2030","13962","28415120","162840700000","80020000"
"010100","한국프랜지","3090","5","0.16","3085","3130","3005","400700","1232541480","94091797800","30450420"
"047810","한국항공우주","31100","0","0.00","31200","31300","30850","329706","10255675450","3031475827700","97475107"
"123690","한국화장품","10150","50","0.50","10100","10250","9980","36303","365299000","163090200000","16068000"
"003350","한국화장품제조","31700","-100","-0.31","31450","31700","30800","8412","263279500","143664400000","4532000"
"011500","한농화성","14500","-200","-1.36","14550","14850","14300","157660","2297271950","226737109000","15637042"
"002390","한독","26950","700","2.67","26350","27100","26050","41988","1118414250","370927214350","13763533"
"014790","한라","5660","180","3.28","5490","5720","5400","365026","2047296350","220032171720","38874942"
"060980","한라홀딩스","46650","100","0.21","45950","46950","45950","151021","7012831250","488522065500","10472070"
"053690","한미글로벌","11700","350","3.08","11550","11750","11450","115191","1340027050","128203335000","10957550"
"042700","한미반도체","32250","150","0.47","32150","32500","31850","238833","7679268300","1595081033250","49459877"
"008930","한미사이언스","71900","-700","-0.96","72200","73400","71500","101177","7306051700","4839201530900","67304611"
"128940","한미약품","300000","-1000","-0.33","300000","302500","298000","19189","5766976000","3623484600000","12078282"
"009240","한샘","117000","-6500","-5.26","124000","127000","115500","310771","37113837000","2753469576000","23533928"
"020000","한섬","40700","350","0.87","40700","40950","40200","36716","1490516650","1002441000000","24630000"
"003680","한성기업","7780","20","0.26","7760","7820","7680","17764","138016940","48310026700","6209515"
"105630","한세실업","22800","950","4.35","22100","22850","21700","638220","14367921700","912000000000","40000000"
"069640","한세엠케이","6250","-150","-2.34","6400","6450","6100","69886","436360720","80683262500","12909322"
"016450","한세예스24홀딩스","8810","110","1.26","8670","8880","8660","68484","600225480","352400000000","40000000"
"010420","한솔PNS","2320","65","2.88","2255","2335","2240","344507","792113475","47543787840","20493012"
"009180","한솔로지스틱스","4865","-70","-1.42","4915","4980","4760","1298620","6309466545","133677672625","27477425"
"213500","한솔제지","16850","100","0.60","16750","17000","16600","114204","1918096500","401039705600","23800576"
"014680","한솔케미칼","318500","12000","3.92","308500","323500","307000","74531","23639260500","3610259607500","11335195"
"004710","한솔테크닉스","7590","270","3.69","7300","7610","7300","101610","762574430","243713974020","32109878"
"004150","한솔홀딩스","4155","30","0.73","4125","4155","4105","119669","494008665","174545637435","42008577"
"025750","한솔홈데코","1995","40","2.05","1960","2010","1935","2291332","4526687435","160727472255","80565149"
"004960","한신공영","22550","-150","-0.66","22600","22800","22150","45950","1029265250","260919330100","11570702"
"011700","한신기계","3715","-75","-1.98","3790","3865","3680","1685160","6322943590","120537450965","32446151"
"001750","한양증권","19150","350","1.86","18600","19200","18500","49238","927389950","243751426100","12728534"
"001755","한양증권우","23150","-100","-0.43","23250","23400","22650","5617","128761350","12153750000","525000"
"018880","한온시스템","16050","200","1.26","15950","16150","15750","677619","10826370300","8567490000000","533800000"
"009420","한올바이오파마","23500","50","0.21","23600","23800","22850","358476","8392065450","1227654993000","52240638"
"014130","한익스프레스","6730","-60","-0.88","6760","6830","6650","50928","341770810","80760000000","12000000"
"300720","한일시멘트","238000","0","0.00","0","0","0","0","0","1648424652000","6926154"
"002220","한일철강","3700","355","10.61","3310","3815","3275","2332236","8420378890","98780602000","26697460"
"006390","한일현대시멘트","34100","-200","-0.58","34300","34600","33550","12401","421539050","606111643500","17774535"
"003300","한일홀딩스","14750","0","0.00","14750","14850","14550","21201","312494800","425032755000","28815780"
"051600","한전KPS","37850","100","0.26","38050","38100","37250","96791","3652537050","1703250000000","45000000"
"052690","한전기술","47200","100","0.21","47050","48200","46750","129499","6135488650","1803984000000","38220000"
"130660","한전산업","14050","-600","-4.10","14700","15150","13950","1996255","28601923700","458030000000","32600000"
"002320","한진","39000","-600","-1.52","39400","39550","38900","39467","1543583150","582957492000","14947628"
"097230","한진중공업","9500","-200","-2.06","9440","9600","9200","259467","2450242010","791105669500","83274281"
"003480","한진중공업홀딩스","4835","80","1.68","4755","4850","4745","44202","212078660","142776641020","29529812"
"180640","한진칼","62800","800","1.29","62400","63900","62300","90856","5738536800","4191201224400","66738873"
"18064K","한진칼우","40000","150","0.38","40200","40400","39600","1726","69203350","21470640000","536766"
"005110","한창","1315","-5","-0.38","1325","1340","1300","684564","898881385","87829203735","66790269"
"009460","한창제지","2265","0","0.00","2265","2290","2220","271564","612380945","135146855790","59667486"
"372910","한컴라이프케어","10050","-50","-0.50","10100","10350","10050","349961","3553258750","278127780300","27674406"
"000880","한화","35450","300","0.85","35250","35650","34800","406273","14349177750","2657287155750","74958735"
"00088K","한화3우B","16850","250","1.51","16650","16900","16500","53284","891953900","378653200000","22472000"
"088350","한화생명","3360","25","0.75","3340","3380","3320","1492779","5002579210","2918260800000","868530000"
"000370","한화손해보험","4590","65","1.44","4515","4595","4430","472260","2144893645","535831619850","116738915"
"009830","한화솔루션","42100","300","0.72","42350","42650","41700","876245","36964400800","8052824723700","191278497"
"009835","한화솔루션우","48000","50","0.10","48000","48650","47700","2284","109463650","53939376000","1123737"
"272210","한화시스템","18400","50","0.27","18400","18650","18150","744749","13677530150","3476116757600","188919389"
"012450","한화에어로스페이스","49800","50","0.10","49950","50500","49000","234746","11688033450","2521374000000","50630000"
"000885","한화우","43700","-400","-0.91","44500","44500","43650","760","33307100","20945147800","479294"
"003530","한화투자증권","4960","120","2.48","4800","4960","4800","1699693","8355219425","1064156964000","214547775"
"003535","한화투자증권우","13950","-200","-1.41","14000","14400","13950","68145","959843550","66960000000","4800000"
"195870","해성디에스","38950","300","0.78","39050","39400","38500","94409","3664619350","662150000000","17000000"
"101530","해태제과식품","8920","-10","-0.11","8900","9010","8810","15678","139585120","259722052240","29116822"
"143210","핸즈코퍼레이션","6140","50","0.82","6110","6200","5950","61093","368451030","134240465520","21863268"
"000720","현대건설","53500","900","1.71","52600","53700","52000","387175","20472555800","5957533427500","111355765"
"267270","현대건설기계","47900","350","0.74","47550","48000","46450","45312","2152255500","943667984700","19700793"
"000725","현대건설우","187000","4500","2.47","183000","187000","181500","419","76617500","18486072000","98856"
"005440","현대그린푸드","9950","340","3.54","9620","9950","9620","300837","2964024060","972159595900","97704482"
"086280","현대글로비스","180000","-2500","-1.37","182500","184000","179000","119061","21457778500","6750000000000","37500000"
"064350","현대로템","24700","-200","-0.80","24800","25100","24050","1536381","37750231000","2695814637100","109142293"
"079430","현대리바트","17450","50","0.29","17450","17600","17100","63819","1109694700","358340670900","20535282"
"012330","현대모비스","268000","-9000","-3.25","276000","276500","265500","400770","107695539000","25404549192000","94793094"
"010620","현대미포조선","73800","3400","4.83","70800","73900","70600","375203","27117914100","2947730596200","39942149"
"069960","현대백화점","81500","400","0.49","81200","82400","81200","75562","6174192900","1907298941500","23402441"
