,1위,2위,3위
84,DL건설,코오롱글로벌,LX인터내셔널
85,삼성전자,SK하이닉스,DL건설
86,크래프톤,SK하이닉스,동아쏘시오홀딩스
87,DL건설,LX인터내셔널,코오롱글로벌
88,에스디바이오센서,다우기술,동원산업
89,SK하이닉스,DB하이텍,해성디에스
90,LG전자,대상,LG디스플레이
91,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
92,DB하이텍,해성디에스,LG전자
93,SK하이닉스,삼성전자,DB하이텍
94,LG전자,크래프톤,대상
95,일진하이솔루스,현대모비스,기아
96,금호석유,SK바이오사이언스,동아쏘시오홀딩스
97,금호석유,롯데정밀화학,유니드
98,LG전자,대상,DL건설
99,동아쏘시오홀딩스,SK바이오팜,셀트리온
100,동아쏘시오홀딩스,SK바이오팜,셀트리온
101,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
102,LG전자,에스디바이오센서,대상
103,DL건설,LX인터내셔널,동아쏘시오홀딩스
104,에스디바이오센서,다우기술,동원산업
105,하이브,SBS,제일기획
106,LG전자,대상,DL건설
107,BGF리테일,GS리테일,현대홈쇼핑
108,일진하이솔루스,한국타이어앤테크놀로지,한국단자
109,SK아이이테크놀로지,삼화콘덴서,삼성SDI
110,DL건설,하이브,SBS
111,SK하이닉스,LG전자,DB하이텍
112,금호석유,SK바이오사이언스,LG전자
113,LG전자,대상,삼성전자
114,금호석유,롯데정밀화학,유니드
115,SK하이닉스,DB하이텍,해성디에스
116,LG전자,하이브,대상
117,솔루엠,엠씨넥스,영풍
118,LG디스플레이,LG이노텍,LG전자
119,크래프톤,LG이노텍,다우기술
120,대상,삼성전자,SK하이닉스
121,금호석유,DL건설,롯데정밀화학
122,크래프톤,다우기술,LG전자
123,SK하이닉스,금호석유,롯데정밀화학
124,LG이노텍,솔루엠,엠씨넥스
125,LG전자,대상,LG디스플레이
126,DL건설,LX인터내셔널,코오롱글로벌
127,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
128,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
129,대상,동원산업,금호석유
130,LG전자,대상,삼성전자
131,현대글로비스,제주항공,롯데렌탈
132,DL건설,코오롱글로벌,LX인터내셔널
133,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
134,LG이노텍,솔루엠,엠씨넥스
135,DB하이텍,해성디에스,한미반도체
136,DL건설,코오롱글로벌,LX인터내셔널
137,LG전자,SK아이이테크놀로지,삼성전자
138,에스디바이오센서,다우기술,동원산업
139,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
140,금호석유,엠씨넥스,솔루엠
141,DL건설,LG,코오롱글로벌
142,DL건설,대상,에스디바이오센서
143,LG전자,LG이노텍,SK아이이테크놀로지
144,LG이노텍,솔루엠,엠씨넥스
145,금호석유,롯데정밀화학,유니드
146,SK하이닉스,DB하이텍,해성디에스
147,에스디바이오센서,다우기술,동원산업
148,LG전자,대상,DL건설
149,LG전자,대상,삼성전자
150,LG전자,대상,삼성전자
151,LG전자,대상,삼성전자
152,LG전자,대상,삼성전자
153,에스디바이오센서,다우기술,동원산업
154,LG디스플레이,에스디바이오센서,LG전자
155,코웨이,쿠쿠홈시스,한국콜마
156,삼성전자,SK하이닉스,SK바이오사이언스
157,에스디바이오센서,다우기술,동원산업
158,DB하이텍,동아쏘시오홀딩스,SK바이오사이언스
159,SK하이닉스,LG전자,DB하이텍
160,대상,CJ제일제당,동원산업
161,DB하이텍,해성디에스,한미반도체
162,SK하이닉스,DB하이텍,해성디에스
163,SK하이닉스,DB하이텍,해성디에스
164,LG이노텍,솔루엠,엠씨넥스
165,SK하이닉스,DB하이텍,DL건설
166,SK하이닉스,DB하이텍,해성디에스
167,크래프톤,다우기술,LG전자
168,하이브,SBS,제일기획
169,SK하이닉스,DB하이텍,해성디에스
170,금호석유,롯데정밀화학,유니드
171,금호석유,롯데정밀화학,유니드
172,현대글로비스,LG전자,HMM
173,동아쏘시오홀딩스,크래프톤,프레스티지바이오파마
174,LG전자,코웨이,SK바이오사이언스
175,SK하이닉스,DB하이텍,해성디에스
176,동아쏘시오홀딩스,SK바이오팜,셀트리온
177,금호석유,롯데정밀화학,유니드
178,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
179,크래프톤,SK바이오사이언스,DL건설
180,금호석유,롯데정밀화학,유니드
181,DL건설,대상,에스디바이오센서
182,금호석유,하이브,SBS
183,대상,CJ제일제당,동원산업
184,DL건설,코오롱글로벌,LX인터내셔널
185,금호석유,롯데정밀화학,유니드
186,SK하이닉스,DB하이텍,해성디에스
187,DL건설,LX인터내셔널,코오롱글로벌
188,에스원,LG전자,대상
189,하이브,SBS,제일기획
190,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
191,SK바이오사이언스,DL건설,동아쏘시오홀딩스
192,BGF리테일,LG전자,GS리테일
193,LG전자,대상,DL건설
194,금호석유,롯데정밀화학,유니드
195,코웨이,쿠쿠홈시스,한국콜마
196,LG전자,대상,DL건설
197,삼성전자,SK하이닉스,금호석유
198,SK하이닉스,DB하이텍,해성디에스
199,동아쏘시오홀딩스,DL건설,SK바이오사이언스
200,SK하이닉스,LG전자,DB하이텍
201,에스디바이오센서,다우기술,동원산업
202,크래프톤,DL건설,다우기술
203,DL건설,금호석유,코오롱글로벌
204,DL건설,크래프톤,코오롱글로벌
205,LG전자,대상,DL건설
206,SK하이닉스,DB하이텍,해성디에스
207,금호석유,롯데정밀화학,유니드
208,금호석유,롯데정밀화학,유니드
209,DL건설,LX인터내셔널,코오롱글로벌
210,SK바이오사이언스,동아쏘시오홀딩스,에스디바이오센서
211,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
212,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
213,LG전자,대상,DL건설
214,SK텔레콤,KT,LG전자
215,대상,코웨이,쿠쿠홈시스
216,DL건설,하이브,SBS
217,SK하이닉스,DB하이텍,해성디에스
218,금호석유,롯데정밀화학,유니드
219,LG전자,대상,DL건설
220,LG전자,대상,DL건설
221,에스디바이오센서,다우기술,동원산업
222,LG전자,대상,현대글로비스
223,DL건설,코오롱글로벌,LX인터내셔널
224,금호석유,롯데정밀화학,LG전자
225,DL건설,LG디스플레이,코오롱글로벌
226,키움증권,동아쏘시오홀딩스,LG전자
227,삼성전자,DB하이텍,하이브
228,금호석유,LG전자,대상
229,동아쏘시오홀딩스,프레스티지바이오파마,서흥
230,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
231,삼성전자,SK하이닉스,LG전자
232,삼성전자,현대글로비스,SK하이닉스
233,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
234,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
235,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
236,금호석유,하이브,롯데정밀화학
237,에스디바이오센서,다우기술,동원산업
238,LG전자,SK아이이테크놀로지,삼화콘덴서
239,LG전자,대상,LG디스플레이
240,LG전자,대상,LG디스플레이
241,DB하이텍,해성디에스,한미반도체
242,SK디스커버리,SK이노베이션,GS
243,삼성전자,DB하이텍,해성디에스
244,DL건설,코오롱글로벌,LX인터내셔널
245,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
246,에스디바이오센서,다우기술,동원산업
247,크래프톤,다우기술,더블유게임즈
248,현대글로비스,제주항공,롯데렌탈
249,LG전자,대상,DL건설
250,크래프톤,다우기술,더블유게임즈
251,LG전자,SK하이닉스,SK바이오사이언스
252,LG전자,대상,DL건설
253,GKL,LG전자,롯데관광개발
254,크래프톤,다우기술,더블유게임즈
255,대상,현대글로비스,CJ제일제당
256,LG전자,대상,삼성전자
257,DL건설,코오롱글로벌,LX인터내셔널
258,크래프톤,다우기술,더블유게임즈
259,동아쏘시오홀딩스,엠씨넥스,솔루엠
260,크래프톤,다우기술,더블유게임즈
261,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
262,하이브,SBS,LG이노텍
263,대상,동원산업,KT&G
264,LG전자,대상,DL건설
265,크래프톤,다우기술,더블유게임즈
266,현대글로비스,제주항공,롯데렌탈
267,코웨이,쿠쿠홈시스,한국콜마
268,SK아이이테크놀로지,삼화콘덴서,삼성SDI
269,SK하이닉스,DB하이텍,해성디에스
270,동아쏘시오홀딩스,엠씨넥스,솔루엠
271,LG전자,키움증권,대상
272,LG전자,대상,LG디스플레이
273,LG전자,대상,DL건설
274,동아쏘시오홀딩스,프레스티지바이오파마,종근당
275,DL건설,코오롱글로벌,LG
276,에스디바이오센서,다우기술,동원산업
277,SK하이닉스,DB하이텍,LG전자
278,엠씨넥스,솔루엠,LG이노텍
279,KT,금호석유,LG전자
280,에스디바이오센서,SK바이오사이언스,동아쏘시오홀딩스
281,DL건설,LX인터내셔널,코오롱글로벌
282,코웨이,쿠쿠홈시스,한국콜마
283,삼성전자,SK하이닉스,현대글로비스
284,DL건설,코오롱글로벌,LX인터내셔널
285,SK하이닉스,DB하이텍,해성디에스
286,엠씨넥스,솔루엠,LG이노텍
287,삼성전자,DB하이텍,해성디에스
288,크래프톤,다우기술,더블유게임즈
289,삼성전자,DB하이텍,해성디에스
290,DB하이텍,해성디에스,한미반도체
291,금호석유,롯데정밀화학,코웨이
292,LG전자,대상,DL건설
293,SK하이닉스,DB하이텍,해성디에스
294,동아쏘시오홀딩스,프레스티지바이오파마,종근당
295,SK하이닉스,DB하이텍,에스디바이오센서
296,크래프톤,LG이노텍,다우기술
297,대상,동원산업,LG이노텍
298,크래프톤,다우기술,더블유게임즈
299,LG전자,대상,DL건설
300,코웨이,쿠쿠홈시스,한국콜마
301,LG전자,대상,LG디스플레이
302,SK아이이테크놀로지,DL건설,삼화콘덴서
303,LG전자,동아쏘시오홀딩스,프레스티지바이오파마
304,SK아이이테크놀로지,DL건설,대상
305,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
306,크래프톤,다우기술,더블유게임즈
307,일진하이솔루스,현대모비스,기아
308,SK하이닉스,DB하이텍,LG전자
309,BGF리테일,DL건설,LX인터내셔널
310,크래프톤,다우기술,더블유게임즈
311,SK하이닉스,DB하이텍,해성디에스
312,SK하이닉스,DB하이텍,금호석유
313,LG전자,동아쏘시오홀딩스,프레스티지바이오파마
314,DB하이텍,해성디에스,DL건설
315,대상,CJ제일제당,KT&G
316,LG전자,대상,하이브
317,에스디바이오센서,다우기술,동원산업
318,엠씨넥스,솔루엠,LG이노텍
319,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
320,LG이노텍,솔루엠,엠씨넥스
321,SK바이오사이언스,동아쏘시오홀딩스,크래프톤
322,현대글로비스,HMM,제주항공
323,DB하이텍,SK하이닉스,해성디에스
324,DL건설,대상,에스디바이오센서
325,LG전자,대상,삼성전자
326,LG전자,대상,DL건설
327,DL건설,SK바이오사이언스,동아쏘시오홀딩스
328,일진하이솔루스,현대모비스,한국타이어앤테크놀로지
329,LG전자,DL건설,LX인터내셔널
330,LG전자,대상,DL건설
331,SK하이닉스,DB하이텍,해성디에스
332,DL건설,코오롱글로벌,LX인터내셔널
333,삼성전자,SK하이닉스,해성디에스
334,삼성전자,DB하이텍,LG전자
335,대상,SK아이이테크놀로지,SK디스커버리
336,DL건설,대상,에스디바이오센서
337,현대글로비스,제주항공,대한항공
338,크래프톤,우리종금,LG전자
339,SK하이닉스,DB하이텍,해성디에스
340,LG전자,SK하이닉스,대상
341,금호석유,롯데정밀화학,유니드
342,DL건설,SBS,제일기획
343,동아쏘시오홀딩스,프레스티지바이오파마,종근당
344,DL건설,대상,에스디바이오센서
345,동아쏘시오홀딩스,프레스티지바이오파마,종근당
346,금호석유,삼성전자,SK하이닉스
347,LG전자,SK아이이테크놀로지,삼화콘덴서
348,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
349,LG전자,대상,일진하이솔루스
350,LG전자,KB금융,대상
351,SK하이닉스,DL건설,DB하이텍
352,에스디바이오센서,다우기술,동원산업
353,SK하이닉스,DB하이텍,해성디에스
354,동아쏘시오홀딩스,DL건설,SK바이오사이언스
355,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
356,금호석유,롯데정밀화학,유니드
357,에스디바이오센서,다우기술,동원산업
358,금호석유,롯데정밀화학,유니드
359,SK하이닉스,DB하이텍,해성디에스
360,크래프톤,하이브,SBS
361,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
362,DB하이텍,해성디에스,한미반도체
363,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
364,에스디바이오센서,다우기술,동원산업
365,DL건설,대상,에스디바이오센서
366,DL건설,코오롱글로벌,LX인터내셔널
367,에스원,NICE,LG전자
368,일진하이솔루스,DL건설,한국타이어앤테크놀로지
369,하이브,SBS,LG전자
370,에스디바이오센서,덴티움,LG전자
371,LG전자,대상,삼성전자
372,DB하이텍,해성디에스,한미반도체
373,SK하이닉스,DB하이텍,해성디에스
374,크래프톤,다우기술,금호석유
375,DL건설,대상,에스디바이오센서
376,SK하이닉스,DB하이텍,해성디에스
377,금호석유,롯데정밀화학,유니드
378,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
379,일진하이솔루스,한국타이어앤테크놀로지,한국단자
380,LG전자,대상,DL건설
381,코웨이,LG전자,대상
382,에스디바이오센서,하이브,DL건설
383,DL건설,코오롱글로벌,LX인터내셔널
384,코웨이,LG생활건강,한국콜마
385,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
386,금호석유,롯데정밀화학,유니드
387,DL건설,코오롱글로벌,LX인터내셔널
388,DL건설,일진하이솔루스,현대모비스
389,LG전자,대상,삼성전자
390,SK하이닉스,DB하이텍,LG전자
391,크래프톤,다우기술,LG이노텍
392,금호석유,롯데정밀화학,유니드
393,금호석유,DL건설,롯데정밀화학
394,LG이노텍,솔루엠,엠씨넥스
395,코웨이,쿠쿠홈시스,한국콜마
396,LG전자,DB손해보험,대상
397,SK하이닉스,DB하이텍,해성디에스
398,에스디바이오센서,다우기술,동원산업
399,SBS,하이브,제일기획
400,DL건설,코오롱글로벌,LX인터내셔널
401,SK하이닉스,DB하이텍,동아쏘시오홀딩스
402,SK아이이테크놀로지,삼화콘덴서,삼성SDI
403,크래프톤,DL건설,다우기술
404,DL건설,LG전자,금호석유
405,DL건설,코오롱글로벌,LX인터내셔널
406,LG전자,대상,삼성전자
407,현대글로비스,제주항공,롯데렌탈
408,LG전자,대상,삼성전자
409,에스디바이오센서,다우기술,동원산업
410,동아쏘시오홀딩스,DL건설,SK바이오사이언스
411,코웨이,한국콜마,효성티앤씨
412,크래프톤,다우기술,더블유게임즈
413,LG전자,대상,DB하이텍
414,DL건설,코오롱글로벌,코웨이
415,크래프톤,다우기술,더블유게임즈
416,LG전자,대상,DL건설
417,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
418,에스디바이오센서,다우기술,동원산업
419,에스디바이오센서,다우기술,동원산업
420,LG전자,대상,DL건설
421,코웨이,쿠쿠홈시스,한국콜마
422,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
423,크래프톤,다우기술,더블유게임즈
424,DL건설,SK디스커버리,LX인터내셔널
425,금호석유,롯데정밀화학,유니드
426,현대글로비스,HMM,제주항공
427,동아쏘시오홀딩스,SK바이오팜,종근당
428,LG디스플레이,금호석유,롯데정밀화학
429,크래프톤,금호석유,다우기술
430,LG디스플레이,금호석유,롯데정밀화학
431,대상,크래프톤,BGF리테일
432,LG이노텍,솔루엠,삼성전기
433,SK하이닉스,LG전자,대상
434,에스디바이오센서,다우기술,동원산업
435,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
436,LG이노텍,솔루엠,엠씨넥스
437,코웨이,쿠쿠홈시스,한국콜마
438,LG전자,대상,DL건설
439,LG이노텍,엠씨넥스,삼성전기
440,DL건설,LX인터내셔널,코오롱글로벌
441,SK하이닉스,금호석유,DL건설
442,크래프톤,다우기술,더블유게임즈
443,DL건설,코오롱글로벌,LG
444,에스디바이오센서,다우기술,동원산업
445,DL건설,코오롱글로벌,LX인터내셔널
446,금호석유,롯데정밀화학,유니드
447,하나투어,GKL,롯데관광개발
448,SK하이닉스,LG전자,대상
449,제주항공,롯데렌탈,HMM
450,동아쏘시오홀딩스,SK바이오사이언스,종근당
451,LG이노텍,솔루엠,엠씨넥스
452,에스디바이오센서,SK하이닉스,DB하이텍
453,에스디바이오센서,다우기술,동원산업
454,크래프톤,다우기술,더블유게임즈
455,일진하이솔루스,한국타이어앤테크놀로지,한국단자
456,금호석유,롯데정밀화학,유니드
457,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
458,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
459,현대모비스,기아,일진하이솔루스
460,LG전자,대상,DL건설
461,에스디바이오센서,다우기술,동원산업
462,LG디스플레이,대상,SK바이오사이언스
463,LG전자,SK아이이테크놀로지,하이브
464,동아쏘시오홀딩스,LG이노텍,솔루엠
465,LG전자,대상,DL건설
466,SK바이오사이언스,LG이노텍,LG전자
467,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
468,현대글로비스,제주항공,롯데렌탈
469,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
470,대상,DL건설,크래프톤
471,일진하이솔루스,현대모비스,기아
472,일진하이솔루스,LG전자,현대모비스
473,하이브,SBS,제일기획
474,LG전자,대상,DL건설
475,SK디스커버리,GS,S-Oil
476,DL건설,코오롱글로벌,금호석유
477,대상,DL건설,크래프톤
478,DL건설,코오롱글로벌,LX인터내셔널
479,에스디바이오센서,다우기술,동원산업
480,SK바이오사이언스,동아쏘시오홀딩스,LG전자
481,LG전자,SK바이오사이언스,동아쏘시오홀딩스
482,금호석유,롯데정밀화학,유니드
483,LG전자,대상,DL건설
484,삼성전자,DB하이텍,키움증권
485,LX인터내셔널,코오롱글로벌,한일시멘트
486,DL건설,금호석유,코오롱글로벌
487,SK하이닉스,DB하이텍,해성디에스
488,SK가스,한국전력,부산가스
489,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
490,LG전자,대상,DL건설
491,DL건설,대상,에스디바이오센서
492,SK하이닉스,DB하이텍,해성디에스
493,크래프톤,다우기술,엔씨소프트
494,SK하이닉스,LG전자,DB하이텍
495,동아쏘시오홀딩스,프레스티지바이오파마,종근당
496,일진하이솔루스,한국타이어앤테크놀로지,한국단자
497,LG전자,동아쏘시오홀딩스,SK바이오사이언스
498,동아쏘시오홀딩스,DL건설,SK바이오사이언스
499,현대글로비스,제주항공,롯데렌탈
500,LG전자,대상,삼성전자
501,SK하이닉스,LG전자,DB하이텍
502,SK하이닉스,DB하이텍,해성디에스
503,LG전자,LG이노텍,대상
504,LG전자,대상,삼성전자
505,LG전자,SK하이닉스,대상
506,동아쏘시오홀딩스,SK바이오팜,셀트리온
507,LG이노텍,엠씨넥스,삼성전기
508,SK하이닉스,DB하이텍,해성디에스
509,삼성전자,SK하이닉스,SK바이오사이언스
510,LG이노텍,솔루엠,엠씨넥스
511,DL건설,LX인터내셔널,코오롱글로벌
512,LG전자,대상,DL건설
513,LG이노텍,솔루엠,엠씨넥스
514,LG전자,대상,DL건설
515,LG전자,대상,LG디스플레이
516,LG이노텍,솔루엠,엠씨넥스
517,LG전자,대상,삼성전자
518,삼성전자,금호석유,SK하이닉스
519,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
520,금호석유,일진하이솔루스,롯데정밀화학
521,DL건설,SK디스커버리,GS
522,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
523,DL건설,LX인터내셔널,코오롱글로벌
524,LG전자,대상,삼성전자
525,SK하이닉스,LG이노텍,솔루엠
526,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
527,금호석유,롯데정밀화학,유니드
528,LG전자,대상,삼성전자
529,금호석유,롯데정밀화학,동아쏘시오홀딩스
530,에스디바이오센서,다우기술,동원산업
531,금호석유,SK바이오사이언스,동아쏘시오홀딩스
532,DB하이텍,DL건설,대상
533,다우기술,크래프톤,더블유게임즈
534,동아쏘시오홀딩스,프레스티지바이오파마,종근당
535,SK하이닉스,DB하이텍,해성디에스
536,DL건설,코오롱글로벌,LX인터내셔널
537,삼성전자,SK바이오사이언스,동아쏘시오홀딩스
538,LG전자,대상,DL건설
539,코웨이,쿠쿠홈시스,한국콜마
540,금호석유,롯데정밀화학,유니드
541,SK하이닉스,DB하이텍,해성디에스
542,코웨이,쿠쿠홈시스,한국콜마
543,LG전자,대상,삼성전자
544,SK하이닉스,DB하이텍,해성디에스
545,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
546,LG전자,대상,DL건설
547,동아쏘시오홀딩스,LG전자,대상
548,동아쏘시오홀딩스,프레스티지바이오파마,종근당
549,DL건설,LX인터내셔널,코오롱글로벌
550,에스디바이오센서,다우기술,동원산업
551,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
552,현대글로비스,동아쏘시오홀딩스,제주항공
553,LG전자,대상,LG디스플레이
554,DL건설,LX인터내셔널,코오롱글로벌
555,DB하이텍,해성디에스,한미반도체
556,금호석유,SK바이오사이언스,동아쏘시오홀딩스
557,LG디스플레이,LG전자,대상
558,SK하이닉스,DB하이텍,해성디에스
559,크래프톤,금호석유,더블유게임즈
560,엠씨넥스,솔루엠,LG이노텍
561,LG전자,대상,DL건설
562,하이브,SBS,제일기획
563,DL건설,코오롱글로벌,LX인터내셔널
564,금호석유,삼성전자,SK하이닉스
565,KB금융,하나금융지주,JB금융지주
566,SK하이닉스,DB하이텍,해성디에스
567,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
568,LG전자,대상,LG디스플레이
569,SK하이닉스,DB하이텍,해성디에스
570,LG전자,대상,DL건설
571,크래프톤,SK하이닉스,다우기술
572,에스디바이오센서,다우기술,동원산업
573,에스디바이오센서,다우기술,동원산업
574,LG이노텍,크래프톤,엠씨넥스
575,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
576,동아쏘시오홀딩스,SK바이오팜,종근당
577,금호석유,롯데정밀화학,유니드
578,금호석유,DB하이텍,대상
579,DL건설,엠씨넥스,솔루엠
580,크래프톤,다우기술,더블유게임즈
581,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
582,크래프톤,LG전자,대상
583,GS,SK디스커버리,LG전자
584,LG디스플레이,LG전자,대상
585,DL건설,코오롱글로벌,LX인터내셔널
586,LG전자,대상,DL건설
587,엠씨넥스,솔루엠,LG이노텍
588,LG전자,일진하이솔루스,현대모비스
589,LG이노텍,엠씨넥스,삼성전기
590,DL건설,대상,에스디바이오센서
591,DB하이텍,해성디에스,한미반도체
592,크래프톤,다우기술,더블유게임즈
593,SK하이닉스,DB하이텍,LG전자
594,현대글로비스,SK가스,LG전자
595,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
596,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
597,동아쏘시오홀딩스,프레스티지바이오파마,서흥
598,삼성전자,SK하이닉스,SK바이오사이언스
599,LG이노텍,DL건설,솔루엠
600,동아쏘시오홀딩스,LG전자,SK바이오팜
601,에스디바이오센서,다우기술,동원산업
602,DL건설,코오롱글로벌,LX인터내셔널
603,엠씨넥스,LG이노텍,코웨이
604,BGF리테일,현대홈쇼핑,롯데하이마트
605,KT,SK텔레콤,엠씨넥스
606,동아쏘시오홀딩스,SK바이오팜,종근당
607,SK바이오사이언스,동아쏘시오홀딩스,금호석유
608,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
609,에스디바이오센서,다우기술,동원산업
610,SBS,제일기획,LG헬로비전
611,SK하이닉스,DB하이텍,코웨이
612,코웨이,쿠쿠홈시스,한국콜마
613,솔루엠,LG이노텍,동아쏘시오홀딩스
614,LG전자,대상,LG디스플레이
615,엠씨넥스,솔루엠,LG이노텍
