,1위,2위,3위
295,DL건설,LG이노텍,코오롱글로벌
296,금호석유,롯데정밀화학,유니드
297,금호석유,롯데정밀화학,유니드
298,SK하이닉스,DL건설,대상
299,DL건설,크래프톤,LG
300,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
301,현대글로비스,HMM,제주항공
302,키움증권,삼성증권,미래에셋증권
303,SK하이닉스,DB하이텍,해성디에스
304,LG전자,대상,LG디스플레이
305,LG전자,DL건설,대상
306,LG이노텍,삼성전기,솔루엠
307,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
308,크래프톤,다우기술,더블유게임즈
309,일진하이솔루스,한국타이어앤테크놀로지,한국단자
310,DL건설,코오롱글로벌,LX인터내셔널
311,현대모비스,기아,LG전자
312,코웨이,쿠쿠홈시스,한국콜마
313,SK디스커버리,GS,삼성전자
314,LG전자,대상,DL건설
315,코웨이,쿠쿠홈시스,한국콜마
316,DL건설,코오롱글로벌,LX인터내셔널
317,LG이노텍,솔루엠,엠씨넥스
318,LG전자,대상,LG디스플레이
319,금호석유,일진하이솔루스,대상
320,동아쏘시오홀딩스,SK바이오팜,종근당
321,LG디스플레이,LG전자,대상
322,SK하이닉스,DB하이텍,해성디에스
323,금호석유,LG전자,SK바이오사이언스
324,DL건설,대상,에스디바이오센서
325,LG전자,대상,DL건설
326,LG전자,대상,삼성전자
327,SK하이닉스,DB하이텍,해성디에스
328,SK하이닉스,대상,삼성전자
329,하이브,SBS,제일기획
330,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
331,SK하이닉스,DB하이텍,에스디바이오센서
332,LG이노텍,솔루엠,DL건설
333,LG전자,코웨이,대상
334,현대모비스,기아,일진하이솔루스
335,LG전자,대상,DL건설
336,LG이노텍,솔루엠,엠씨넥스
337,DL건설,코오롱글로벌,LX인터내셔널
338,LG전자,SK아이이테크놀로지,금호석유
339,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
340,LG전자,대상,DL건설
341,삼성전자,SK하이닉스,LG전자
342,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
343,일진하이솔루스,한국타이어앤테크놀로지,한국단자
344,코웨이,쿠쿠홈시스,한국콜마
345,SK텔레콤,KT,하이브
346,LG전자,대상,DL건설
347,동아쏘시오홀딩스,대상,SK바이오사이언스
348,LG이노텍,삼성전기,솔루엠
349,코웨이,쿠쿠홈시스,쿠쿠홀딩스
350,DL건설,코오롱글로벌,LX인터내셔널
351,우리종금,삼성카드,LG전자
352,동아쏘시오홀딩스,금호석유,SK바이오사이언스
353,SK하이닉스,SK바이오사이언스,동아쏘시오홀딩스
354,에스디바이오센서,다우기술,동원산업
355,SK하이닉스,DB하이텍,LG전자
356,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
357,DL건설,코오롱글로벌,LX인터내셔널
358,DL건설,대상,에스디바이오센서
359,LG전자,SK하이닉스,대상
360,금호석유,롯데정밀화학,유니드
361,SK바이오사이언스,동아쏘시오홀딩스,대상
362,DL건설,대상,에스디바이오센서
363,DL건설,대상,에스디바이오센서
364,현대모비스,기아,일진하이솔루스
365,금호석유,LG전자,대상
366,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
367,현대글로비스,제주항공,롯데렌탈
368,에스원,NICE,LG전자
369,SK하이닉스,DB하이텍,해성디에스
370,LG디스플레이,크래프톤,에스디바이오센서
371,크래프톤,다우기술,더블유게임즈
372,엠씨넥스,솔루엠,LG이노텍
373,LG전자,대상,DL건설
374,현대글로비스,HMM,제주항공
375,금호석유,롯데정밀화학,유니드
376,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
377,크래프톤,다우기술,더블유게임즈
378,대상,CJ제일제당,LG전자
379,크래프톤,다우기술,더블유게임즈
380,LG전자,대상,DL건설
381,대상,일진하이솔루스,DB하이텍
382,LG전자,대상,LG디스플레이
383,LG디스플레이,대상,CJ제일제당
384,LG전자,대상,DL건설
385,SK바이오사이언스,동아쏘시오홀딩스,금호석유
386,DL건설,코오롱글로벌,LX인터내셔널
387,동아쏘시오홀딩스,금호석유,SK바이오사이언스
388,금호석유,크래프톤,롯데정밀화학
389,LG전자,대상,DL건설
390,LG이노텍,LG전자,DL건설
391,에스디바이오센서,다우기술,동원산업
392,대상,CJ제일제당,KT&G
393,LG전자,대상,DL건설
394,동아쏘시오홀딩스,프레스티지바이오파마,종근당
395,동아쏘시오홀딩스,SK바이오팜,종근당
396,크래프톤,LG전자,대상
397,LG전자,대상,DL건설
398,DL건설,에스디바이오센서,SK바이오사이언스
399,금호석유,롯데정밀화학,유니드
400,삼성전자,SK하이닉스,DL건설
401,동아쏘시오홀딩스,크래프톤,SK바이오사이언스
402,LG전자,크래프톤,대상
403,LG전자,대상,LG디스플레이
404,DL건설,코오롱글로벌,LX인터내셔널
405,LG이노텍,삼성전기,솔루엠
406,대상,SK하이닉스,LG전자
407,SK하이닉스,LG전자,대상
408,SK가스,부산가스,한국전력
409,SK하이닉스,LG전자,대상
410,LG디스플레이,LG전자,대상
411,SK하이닉스,하나투어,LG전자
412,크래프톤,하이브,SBS
413,동아쏘시오홀딩스,SK바이오팜,셀트리온
414,DL건설,코오롱글로벌,LX인터내셔널
415,엠씨넥스,솔루엠,LG이노텍
416,동아쏘시오홀딩스,LG이노텍,프레스티지바이오파마
417,LG전자,SK하이닉스,DB하이텍
418,DL건설,코오롱글로벌,LX인터내셔널
419,SK하이닉스,DB하이텍,크래프톤
420,현대글로비스,LG전자,HMM
421,SK디스커버리,GS,S-Oil
422,LG전자,대상,삼성전자
423,DL건설,LG,코오롱글로벌
424,SK하이닉스,DB하이텍,해성디에스
425,대상,CJ제일제당,KT&G
426,삼성전자,LG전자,대상
427,DB하이텍,해성디에스,한미반도체
428,크래프톤,다우기술,더블유게임즈
429,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
430,LG전자,대상,DL건설
431,LG이노텍,엠씨넥스,삼성전기
432,금호석유,롯데정밀화학,유니드
433,LG이노텍,엠씨넥스,삼성전기
434,SK하이닉스,DB하이텍,해성디에스
435,LG전자,대상,LG디스플레이
436,에스디바이오센서,다우기술,동원산업
437,LG전자,대상,DL건설
438,DL건설,코오롱글로벌,LX인터내셔널
439,LG전자,동아쏘시오홀딩스,대상
440,LG이노텍,솔루엠,엠씨넥스
441,DL건설,LX인터내셔널,코오롱글로벌
442,하이브,제일기획,SBS
443,일진하이솔루스,동아쏘시오홀딩스,한국타이어앤테크놀로지
444,LG이노텍,솔루엠,엠씨넥스
445,에스디바이오센서,다우기술,동원산업
446,엠씨넥스,솔루엠,LG이노텍
447,DL건설,코오롱글로벌,LX인터내셔널
448,LG전자,대상,LG디스플레이
449,금호석유,DL건설,롯데정밀화학
450,금호석유,롯데정밀화학,LG전자
451,크래프톤,일진하이솔루스,현대모비스
452,금호석유,롯데정밀화학,유니드
453,SK하이닉스,삼성전자,해성디에스
454,엠씨넥스,솔루엠,LG이노텍
455,DL건설,금호석유,LX인터내셔널
456,LG전자,대상,DL건설
457,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
458,금호석유,현대글로비스,대상
459,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
460,LG전자,대상,삼성전자
461,LG전자,대상,DL건설
462,DL건설,LG디스플레이,DB손해보험
463,DL건설,코오롱글로벌,LX인터내셔널
464,삼성전자,SK하이닉스,해성디에스
465,에스디바이오센서,다우기술,동원산업
466,LG전자,대상,DL건설
467,동아쏘시오홀딩스,LG전자,SK바이오사이언스
468,LG전자,대상,DL건설
469,금호석유,롯데정밀화학,유니드
470,에스디바이오센서,다우기술,동원산업
471,에스원,LG전자,대상
472,현대글로비스,HMM,제주항공
473,DL건설,대상,에스디바이오센서
474,대상,DL건설,크래프톤
475,DL건설,코오롱글로벌,크래프톤
476,SK하이닉스,DB하이텍,해성디에스
477,삼성전자,DL건설,SK하이닉스
478,LG이노텍,솔루엠,엠씨넥스
479,코웨이,쿠쿠홈시스,한국콜마
480,금호석유,롯데정밀화학,SK하이닉스
481,일진하이솔루스,한국타이어앤테크놀로지,대상
482,DL건설,SK하이닉스,삼성전자
483,LG이노텍,솔루엠,삼성전기
484,에스디바이오센서,다우기술,동원산업
485,크래프톤,금호석유,다우기술
486,크래프톤,동아쏘시오홀딩스,LG전자
487,키움증권,삼성증권,NH투자증권
488,DB하이텍,해성디에스,한미반도체
489,크래프톤,다우기술,LG전자
490,LG전자,대상,LG디스플레이
491,에스디바이오센서,크래프톤,동아쏘시오홀딩스
492,SK하이닉스,DB하이텍,LG전자
493,DL건설,코오롱글로벌,LX인터내셔널
494,LG이노텍,솔루엠,엠씨넥스
495,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
496,BGF리테일,GS리테일,이마트
497,금호석유,하이브,SBS
498,SK하이닉스,현대모비스,기아
499,DL건설,LG,코오롱글로벌
500,LG전자,대상,DL건설
501,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
502,LG전자,LG이노텍,SK아이이테크놀로지
503,금호석유,LG전자,하이브
504,DL건설,코오롱글로벌,LX인터내셔널
505,하이브,SBS,제일기획
506,LG전자,대상,DL건설
507,대상,CJ제일제당,동원산업
508,SK디스커버리,GS,BGF리테일
509,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
510,DL건설,LG전자,LG
511,하이브,SBS,제일기획
512,금호석유,롯데정밀화학,유니드
513,하이브,SBS,제일기획
514,DL건설,LG,LG전자
515,LG전자,대상,DL건설
516,DL건설,코오롱글로벌,LX인터내셔널
517,LG전자,대상,DL건설
518,LG전자,대상,삼성전자
519,코웨이,한국콜마,효성티앤씨
520,DB하이텍,LG전자,해성디에스
521,LG전자,대상,삼성전자
522,에스디바이오센서,다우기술,동원산업
523,SK하이닉스,DB하이텍,해성디에스
524,DL건설,LX인터내셔널,코오롱글로벌
525,동아쏘시오홀딩스,프레스티지바이오파마,종근당
526,동아쏘시오홀딩스,SK바이오사이언스,코웨이
527,LG이노텍,솔루엠,엠씨넥스
528,하이브,제일기획,SBS
529,크래프톤,다우기술,더블유게임즈
530,동아쏘시오홀딩스,프레스티지바이오파마,종근당
531,SK바이오사이언스,동아쏘시오홀딩스,LG이노텍
532,LG전자,대상,삼성전자
533,에스디바이오센서,다우기술,동원산업
534,금호석유,롯데정밀화학,유니드
535,DL건설,코오롱글로벌,LX인터내셔널
536,LG전자,대상,LG디스플레이
537,크래프톤,다우기술,더블유게임즈
538,동아쏘시오홀딩스,현대글로비스,SK바이오사이언스
539,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
540,DL건설,코오롱글로벌,현대글로비스
541,DL건설,LX인터내셔널,코오롱글로벌
542,DL건설,코오롱글로벌,LX인터내셔널
543,우리종금,삼성카드,DL건설
544,금호석유,롯데정밀화학,유니드
545,SK하이닉스,DB하이텍,해성디에스
546,에스디바이오센서,다우기술,동원산업
547,크래프톤,다우기술,더블유게임즈
548,BGF리테일,LG전자,GS리테일
549,SK하이닉스,DB하이텍,해성디에스
550,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
551,동아쏘시오홀딩스,프레스티지바이오파마,종근당
552,하나투어,GKL,롯데관광개발
553,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
554,하이브,SBS,제일기획
555,크래프톤,다우기술,더블유게임즈
556,GS,SK디스커버리,S-Oil
557,BGF리테일,GS리테일,이마트
558,DL건설,코오롱글로벌,LX인터내셔널
559,에스디바이오센서,다우기술,동원산업
560,SK하이닉스,삼성전자,DB하이텍
561,LG전자,SK아이이테크놀로지,삼화콘덴서
562,SK하이닉스,DB하이텍,LG전자
563,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
564,금호석유,LG전자,롯데정밀화학
565,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
566,SK가스,부산가스,한국전력
567,크래프톤,다우기술,더블유게임즈
568,DL건설,코오롱글로벌,LX인터내셔널
569,에스디바이오센서,다우기술,동원산업
570,DL건설,LG,코오롱글로벌
571,LG전자,대상,LG디스플레이
572,DL건설,코오롱글로벌,LX인터내셔널
573,크래프톤,금호석유,일진하이솔루스
574,금호석유,크래프톤,LG전자
575,DL건설,LX인터내셔널,코오롱글로벌
576,엠씨넥스,솔루엠,LG이노텍
577,동아쏘시오홀딩스,SK바이오팜,셀트리온
578,에스디바이오센서,다우기술,동원산업
579,LG전자,대상,DL건설
580,SK하이닉스,DB하이텍,해성디에스
581,동아쏘시오홀딩스,프레스티지바이오파마,종근당
582,DL건설,대상,에스디바이오센서
583,대상,일진하이솔루스,현대모비스
584,현대모비스,일진하이솔루스,한국타이어앤테크놀로지
585,금호석유,DL건설,LG전자
586,DL건설,LX인터내셔널,코오롱글로벌
587,LG전자,대상,DL건설
588,현대글로비스,LG전자,HMM
589,에스디바이오센서,다우기술,동원산업
590,SK하이닉스,DB하이텍,해성디에스
591,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
592,SBS,하이브,제일기획
593,삼성전자,SK하이닉스,SK바이오사이언스
594,DL건설,코오롱글로벌,LX인터내셔널
595,SK하이닉스,DB하이텍,해성디에스
596,LG전자,대상,DL건설
597,에스디바이오센서,크래프톤,SK아이이테크놀로지
598,DL건설,LG전자,코오롱글로벌
599,DL건설,코오롱글로벌,LX인터내셔널
600,LG전자,대상,DL건설
601,DL건설,LX인터내셔널,코오롱글로벌
602,DB하이텍,해성디에스,한미반도체
603,동아쏘시오홀딩스,LG전자,대상
604,DL건설,LX인터내셔널,LG
605,동아쏘시오홀딩스,LG이노텍,프레스티지바이오파마
606,SK하이닉스,대상,SK아이이테크놀로지
607,크래프톤,LG이노텍,다우기술
608,삼성전자,해성디에스,한미반도체
609,금호석유,롯데정밀화학,유니드
610,SK하이닉스,DB하이텍,해성디에스
611,SK하이닉스,대상,LG전자
612,코웨이,LG전자,대상
613,SK하이닉스,DB하이텍,해성디에스
614,대상,크래프톤,금호석유
615,DL건설,LX인터내셔널,코오롱글로벌
616,금호석유,롯데정밀화학,유니드
617,코웨이,쿠쿠홈시스,한국콜마
618,LG디스플레이,LG전자,대상
619,KB금융,하나금융지주,JB금융지주
620,LG이노텍,솔루엠,엠씨넥스
621,SK아이이테크놀로지,DL건설,삼화콘덴서
622,SK하이닉스,DB하이텍,해성디에스
623,현대글로비스,제주항공,크래프톤
624,동아쏘시오홀딩스,프레스티지바이오파마,DB하이텍
625,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
626,SK바이오사이언스,동아쏘시오홀딩스,DL건설
627,LG전자,대상,DL건설
628,LG전자,삼성전자,LG디스플레이
629,LG전자,대상,DL건설
630,LG전자,대상,DL건설
631,에스디바이오센서,동아쏘시오홀딩스,SK바이오사이언스
632,LG전자,대상,DL건설
