,1위,2위,3위
102,DL건설,삼성전자,코오롱글로벌
103,LG전자,LG이노텍,대상
104,DL건설,LX인터내셔널,코오롱글로벌
105,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
106,DL건설,대상,에스디바이오센서
107,크래프톤,LG전자,대상
108,SK디스커버리,SK이노베이션,동아쏘시오홀딩스
109,LG디스플레이,LG전자,대상
110,삼성전자,SK하이닉스,DB하이텍
111,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
112,SK하이닉스,DB하이텍,해성디에스
113,LG전자,삼성전자,LG이노텍
114,삼성전자,SK하이닉스,DB하이텍
115,에스디바이오센서,동아쏘시오홀딩스,SK바이오사이언스
116,금호석유,롯데정밀화학,유니드
117,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
118,LG전자,크래프톤,다우기술
119,LG전자,대상,DL건설
120,LG전자,대상,DL건설
121,SK아이이테크놀로지,일진하이솔루스,대상
122,대상,DL건설,크래프톤
123,금호석유,SK바이오사이언스,LG전자
124,LG전자,대상,DL건설
125,에스디바이오센서,다우기술,동원산업
126,LG전자,DB손해보험,대상
127,LG전자,대상,LG디스플레이
128,LG유플러스,KT,LG전자
129,에스디바이오센서,다우기술,동원산업
130,LG전자,대상,DL건설
131,LG전자,대상,DL건설
132,LG전자,대상,DL건설
133,LG전자,대상,DL건설
134,LG이노텍,솔루엠,LG전자
135,하이브,SBS,제일기획
136,DL건설,대상,에스디바이오센서
137,대상,DL건설,크래프톤
138,SK하이닉스,LG전자,대상
139,크래프톤,다우기술,더블유게임즈
140,LG전자,DL건설,대상
141,DL건설,코오롱글로벌,LX인터내셔널
142,하이브,제일기획,SBS
143,DL건설,코오롱글로벌,LX인터내셔널
144,LG전자,대상,DL건설
145,에스디바이오센서,다우기술,동원산업
146,DL건설,LG,코오롱글로벌
147,DL건설,코오롱글로벌,LX인터내셔널
148,SK하이닉스,DB하이텍,해성디에스
149,LG전자,대상,LG디스플레이
150,금호석유,롯데정밀화학,LG전자
151,LG전자,대상,DL건설
152,SK하이닉스,DB하이텍,해성디에스
153,금호석유,롯데정밀화학,유니드
154,현대글로비스,동아쏘시오홀딩스,제주항공
155,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
156,SK하이닉스,DB하이텍,해성디에스
157,금호석유,롯데정밀화학,유니드
158,에스디바이오센서,다우기술,동원산업
159,LG전자,대상,DL건설
160,LG이노텍,솔루엠,엠씨넥스
161,DL건설,코오롱글로벌,LX인터내셔널
162,현대글로비스,제주항공,롯데렌탈
163,DL건설,코오롱글로벌,LX인터내셔널
164,LG전자,대상,삼성전자
165,DL건설,SK바이오사이언스,동아쏘시오홀딩스
166,LG전자,대상,DL건설
167,동아쏘시오홀딩스,프레스티지바이오파마,종근당
168,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
169,DL건설,코오롱글로벌,LX인터내셔널
170,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
171,SK디스커버리,SK이노베이션,GS
172,LG전자,LG유플러스,대상
173,한국토지신탁,SK디앤디,LG전자
174,LG전자,금호석유,롯데정밀화학
175,LG전자,SK아이이테크놀로지,삼화콘덴서
176,LG전자,삼성전자,SK하이닉스
177,DB하이텍,DL건설,LG전자
178,SK하이닉스,DB하이텍,해성디에스
179,금호석유,롯데정밀화학,유니드
180,LG전자,대상,DL건설
181,크래프톤,다우기술,더블유게임즈
182,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
183,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
184,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
185,SK하이닉스,LG전자,대상
186,LG디스플레이,현대글로비스,LG전자
187,금호석유,LG전자,대상
188,LG전자,금호석유,롯데정밀화학
189,DL건설,LX인터내셔널,코오롱글로벌
190,동아쏘시오홀딩스,프레스티지바이오파마,서흥
191,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
192,LG전자,대상,삼성전자
193,금호석유,대상,롯데정밀화학
194,SK하이닉스,LG전자,일진하이솔루스
195,일진하이솔루스,현대모비스,한국타이어앤테크놀로지
196,에스디바이오센서,다우기술,동원산업
197,금호석유,LG전자,대상
198,동아쏘시오홀딩스,프레스티지바이오파마,서흥
199,SK바이오사이언스,동아쏘시오홀딩스,종근당
200,LG디스플레이,삼성전자,SK하이닉스
201,크래프톤,다우기술,더블유게임즈
202,LG전자,대상,DL건설
203,LG전자,동아쏘시오홀딩스,SK바이오사이언스
204,에스디바이오센서,덴티움,LG전자
205,LG전자,대상,DL건설
206,LG전자,대상,DL건설
207,크래프톤,다우기술,더블유게임즈
208,DL건설,코오롱글로벌,LX인터내셔널
209,LG전자,대상,삼성전자
210,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
211,SK하이닉스,LG전자,현대글로비스
212,크래프톤,다우기술,더블유게임즈
213,DL건설,대상,에스디바이오센서
214,DL건설,LG,코오롱글로벌
215,LG디스플레이,DL건설,코오롱글로벌
216,LG전자,금호석유,롯데정밀화학
217,SK바이오사이언스,동아쏘시오홀딩스,LG전자
218,SK하이닉스,DB하이텍,DL건설
219,일진하이솔루스,기아,한국타이어앤테크놀로지
220,에스디바이오센서,다우기술,동원산업
221,금호석유,SK하이닉스,LG전자
222,LG전자,대상,DL건설
223,DL건설,크래프톤,LX인터내셔널
224,삼성전자,SK하이닉스,금호석유
225,SK하이닉스,SK아이이테크놀로지,대상
226,SK하이닉스,DB하이텍,해성디에스
227,LG전자,SK아이이테크놀로지,삼화콘덴서
228,엠씨넥스,솔루엠,LG이노텍
229,DL건설,코오롱글로벌,LX인터내셔널
230,하이브,SBS,제일기획
231,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
232,동아쏘시오홀딩스,프레스티지바이오파마,종근당
233,LG전자,대상,LG디스플레이
234,대상,SK바이오사이언스,동아쏘시오홀딩스
235,LG전자,대상,LG이노텍
236,LG전자,대상,LG디스플레이
237,SK하이닉스,동아쏘시오홀딩스,DB하이텍
238,SK하이닉스,DB하이텍,LG전자
239,대상,CJ제일제당,동원산업
240,금호석유,현대글로비스,롯데정밀화학
241,금호석유,LG전자,롯데정밀화학
242,LG전자,대상,LG디스플레이
243,SK하이닉스,DB하이텍,해성디에스
244,LG전자,대상,DL건설
245,SK바이오사이언스,동아쏘시오홀딩스,대상
246,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
247,DL건설,LX인터내셔널,코오롱글로벌
248,하이브,제일기획,SBS
249,DB하이텍,해성디에스,한미반도체
250,SK하이닉스,DB하이텍,해성디에스
251,LG이노텍,솔루엠,엠씨넥스
252,SK텔레콤,KT,DL건설
253,DL건설,대상,에스디바이오센서
254,동아쏘시오홀딩스,프레스티지바이오파마,종근당
255,SK바이오사이언스,에스디바이오센서,동아쏘시오홀딩스
256,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
257,LG전자,대상,DL건설
258,LG전자,대상,DL건설
259,에스디바이오센서,다우기술,동원산업
260,금호석유,LG전자,대상
261,DL건설,대상,에스디바이오센서
262,에스디바이오센서,다우기술,동원산업
263,에스디바이오센서,덴티움,LG전자
264,크래프톤,다우기술,더블유게임즈
265,DB하이텍,해성디에스,한미반도체
266,SK하이닉스,삼성전자,DB하이텍
267,LG전자,대상,DL건설
268,DL건설,코오롱글로벌,LX인터내셔널
269,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
270,DB하이텍,해성디에스,LG전자
271,DL건설,코오롱글로벌,LX인터내셔널
272,LG전자,대상,DL건설
273,LG전자,대상,DL건설
274,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
275,BGF리테일,GS리테일,DL건설
276,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
277,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
278,LG전자,대상,DL건설
279,DL건설,대상,에스디바이오센서
280,LG전자,대상,DL건설
281,크래프톤,다우기술,더블유게임즈
282,하이브,SBS,제일기획
283,크래프톤,LG전자,대상
284,SK하이닉스,DB하이텍,해성디에스
285,SK하이닉스,DB하이텍,해성디에스
286,LG전자,대상,DL건설
287,에스디바이오센서,다우기술,동원산업
288,LG전자,대상,삼성전자
289,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
290,LG전자,대상,LG디스플레이
291,LG전자,SK아이이테크놀로지,대상
292,SK하이닉스,크래프톤,대상
293,일진하이솔루스,현대모비스,기아
294,SK가스,한국전력,부산가스
295,DL건설,코오롱글로벌,LX인터내셔널
296,금호석유,롯데정밀화학,유니드
297,LG이노텍,솔루엠,엠씨넥스
298,LG전자,LG이노텍,솔루엠
299,LG전자,대상,LG디스플레이
300,LG전자,대상,DL건설
301,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
302,DL건설,LX인터내셔널,코오롱글로벌
303,SK하이닉스,LG이노텍,DB하이텍
304,LG전자,SK아이이테크놀로지,삼화콘덴서
305,DL건설,LG,코오롱글로벌
306,대상,CJ제일제당,동원산업
307,LG이노텍,솔루엠,엠씨넥스
308,동아쏘시오홀딩스,금호석유,SK바이오사이언스
309,하이브,SBS,제일기획
310,금호석유,롯데정밀화학,유니드
311,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
312,DL건설,코오롱글로벌,LX인터내셔널
313,현대글로비스,금호석유,대상
314,에스디바이오센서,다우기술,동원산업
315,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
316,LG이노텍,솔루엠,엠씨넥스
317,SK바이오사이언스,동아쏘시오홀딩스,LG전자
318,LG전자,SK바이오사이언스,동아쏘시오홀딩스
319,LG전자,대상,DL건설
320,LG전자,대상,DL건설
321,금호석유,롯데정밀화학,유니드
322,에스디바이오센서,다우기술,동원산업
323,LG이노텍,솔루엠,엠씨넥스
324,DL건설,코오롱글로벌,LX인터내셔널
325,LG전자,대상,삼성전자
326,삼성전자,코오롱글로벌,LX인터내셔널
327,LG이노텍,엠씨넥스,삼성전기
328,SK하이닉스,DL건설,DB하이텍
329,SK하이닉스,대상,해성디에스
330,SK하이닉스,DB하이텍,해성디에스
331,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
332,LG전자,SK아이이테크놀로지,LG이노텍
333,LG전자,대상,LG디스플레이
334,금호석유,롯데정밀화학,LG전자
335,키움증권,삼성증권,NH투자증권
336,LG디스플레이,LG전자,대상
337,DB하이텍,해성디에스,한미반도체
338,DL건설,코웨이,쿠쿠홈시스
339,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
340,금호석유,롯데정밀화학,DL건설
341,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
342,SK하이닉스,삼성전자,해성디에스
343,LG전자,대상,DL건설
344,삼성증권,대상,메리츠증권
345,LG전자,대상,LG디스플레이
346,LG전자,대상,LG디스플레이
347,에스디바이오센서,다우기술,동원산업
348,SBS,제일기획,LG헬로비전
349,DL건설,코오롱글로벌,LX인터내셔널
350,LG전자,대상,DL건설
351,SK하이닉스,SK아이이테크놀로지,대상
352,대상,크래프톤,CJ제일제당
353,LG전자,대상,DL건설
354,DL건설,코오롱글로벌,LX인터내셔널
355,LG전자,대상,DL건설
356,LG전자,대상,DL건설
357,에스디바이오센서,다우기술,동원산업
358,LG전자,DB하이텍,대상
359,DL건설,LX인터내셔널,코오롱글로벌
360,금호석유,롯데정밀화학,유니드
361,DL건설,코오롱글로벌,LX인터내셔널
362,대상,CJ제일제당,동원산업
363,삼성전자,DB하이텍,해성디에스
364,크래프톤,CJ제일제당,동원산업
365,LG전자,대상,삼성전자
366,SK하이닉스,DB하이텍,해성디에스
367,LG전자,대상,DL건설
368,LG전자,대상,삼성전자
369,LG전자,대상,DL건설
370,에스디바이오센서,다우기술,동원산업
371,LG전자,대상,DL건설
372,에스디바이오센서,다우기술,동원산업
373,현대글로비스,제주항공,롯데렌탈
374,현대글로비스,제주항공,롯데렌탈
375,코웨이,금호석유,쿠쿠홈시스
376,일진하이솔루스,현대모비스,한국타이어앤테크놀로지
377,엠씨넥스,솔루엠,LG이노텍
378,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
379,금호석유,현대모비스,LG전자
380,DL건설,코오롱글로벌,LX인터내셔널
381,JB금융지주,신한지주,DGB금융지주
382,금호석유,DL건설,롯데정밀화학
383,동아쏘시오홀딩스,SK바이오팜,셀트리온
384,SK디스커버리,GS,S-Oil
385,DL건설,LX인터내셔널,코오롱글로벌
386,하이브,SBS,제일기획
387,DL건설,코오롱글로벌,LX인터내셔널
388,DL건설,LX인터내셔널,한일시멘트
389,DL건설,LX인터내셔널,코오롱글로벌
390,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
391,LG전자,대상,DL건설
392,LG유플러스,KT,SK텔레콤
393,LG전자,대상,DL건설
394,SK하이닉스,대상,SK아이이테크놀로지
395,대상,SK아이이테크놀로지,DB하이텍
396,SK하이닉스,DB하이텍,해성디에스
397,DL건설,코오롱글로벌,LX인터내셔널
398,금호석유,롯데정밀화학,유니드
399,크래프톤,다우기술,더블유게임즈
400,LG전자,대상,DL건설
401,금호석유,롯데정밀화학,동아쏘시오홀딩스
402,DL건설,LG전자,코오롱글로벌
403,LG이노텍,SK하이닉스,솔루엠
404,현대글로비스,제주항공,롯데렌탈
405,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
406,SK하이닉스,DB하이텍,해성디에스
407,크래프톤,다우기술,더블유게임즈
408,LG이노텍,솔루엠,엠씨넥스
409,현대글로비스,제주항공,대한항공
410,일진하이솔루스,한국타이어앤테크놀로지,한국단자
411,SK하이닉스,DB하이텍,해성디에스
412,DL건설,대상,에스디바이오센서
413,SK하이닉스,DB하이텍,대상
414,금호석유,SK바이오사이언스,SK하이닉스
415,대상,DL건설,크래프톤
416,금호석유,롯데정밀화학,유니드
417,동아쏘시오홀딩스,SK바이오팜,종근당
418,LG전자,대상,DL건설
419,LG이노텍,솔루엠,엠씨넥스
420,크래프톤,다우기술,더블유게임즈
421,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
422,LG전자,대상,DL건설
423,GS,대상,S-Oil
424,크래프톤,LG디스플레이,LG이노텍
425,LG전자,대상,DL건설
426,크래프톤,다우기술,더블유게임즈
427,SK하이닉스,DB하이텍,해성디에스
428,크래프톤,다우기술,더블유게임즈
429,금호석유,롯데정밀화학,LG전자
430,에스디바이오센서,LG전자,DL건설
431,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
432,SK디스커버리,GS,S-Oil
433,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
434,LG전자,대상,DL건설
435,DL건설,대상,에스디바이오센서
436,SK바이오사이언스,동아쏘시오홀딩스,금호석유
437,DB하이텍,해성디에스,한미반도체
438,에스디바이오센서,다우기술,동원산업
439,에스디바이오센서,다우기술,동원산업
440,LG전자,대상,DL건설
441,DL건설,LX인터내셔널,코오롱글로벌
442,DL건설,금호석유,크래프톤
443,일진하이솔루스,현대모비스,기아
444,삼성전자,SK하이닉스,LG전자
445,LG이노텍,엠씨넥스,삼성전기
446,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
447,삼성전자,SK하이닉스,DB하이텍
448,SK하이닉스,하이브,SBS
449,CJ제일제당,현대글로비스,동원산업
450,LG전자,대상,LG디스플레이
451,LG전자,대상,삼성전자
452,금호석유,롯데정밀화학,유니드
453,SK하이닉스,금호석유,LG전자
454,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
455,LG이노텍,솔루엠,엠씨넥스
456,LG전자,대상,삼성전자
457,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
458,현대글로비스,SK디스커버리,제주항공
459,LG전자,대상,DL건설
460,DL건설,코오롱글로벌,LX인터내셔널
461,크래프톤,에스디바이오센서,LG전자
462,LG전자,대상,SK하이닉스
463,DL건설,대상,에스디바이오센서
464,SK하이닉스,DB하이텍,해성디에스
465,하이브,SBS,LG전자
466,DL건설,코오롱글로벌,SK가스
467,LG전자,대상,KB금융
468,현대글로비스,제주항공,롯데렌탈
469,LG전자,대상,DL건설
470,에스디바이오센서,LG전자,대상
471,LG전자,대상,LG디스플레이
472,SK바이오사이언스,동아쏘시오홀딩스,금호석유
473,금호석유,LG전자,롯데정밀화학
474,코웨이,쿠쿠홈시스,한국콜마
475,DL건설,LX인터내셔널,코오롱글로벌
476,DL건설,금호석유,코오롱글로벌
477,BGF리테일,GS리테일,LG전자
478,DL건설,대상,에스디바이오센서
479,LG전자,대상,DL건설
480,크래프톤,다우기술,더블유게임즈
481,LG전자,대상,DL건설
482,에스디바이오센서,다우기술,동원산업
483,동아쏘시오홀딩스,프레스티지바이오파마,종근당
484,동아쏘시오홀딩스,SK바이오팜,종근당
485,LG디스플레이,DL건설,대상
486,한국토지신탁,SK디앤디,LG전자
487,LG이노텍,삼성전기,솔루엠
488,SK하이닉스,DB하이텍,LG전자
489,LG전자,대상,삼성전자
490,에스디바이오센서,다우기술,동원산업
491,SK바이오사이언스,LG디스플레이,동아쏘시오홀딩스
492,SK하이닉스,DB하이텍,해성디에스
493,하이브,SBS,제일기획
494,금호석유,롯데정밀화학,효성화학
495,에스디바이오센서,다우기술,동원산업
496,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
497,DB하이텍,해성디에스,LG전자
498,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
499,대상,CJ제일제당,동원산업
500,크래프톤,다우기술,더블유게임즈
501,DL건설,코오롱글로벌,LX인터내셔널
502,LG이노텍,솔루엠,엠씨넥스
503,SK하이닉스,DB하이텍,LG전자
504,DL건설,대상,에스디바이오센서
505,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
506,DL건설,코오롱글로벌,LX인터내셔널
507,LG디스플레이,SK하이닉스,LG전자
508,에스디바이오센서,금호석유,BGF리테일
509,현대글로비스,HMM,제주항공
510,금호석유,롯데정밀화학,유니드
511,SK바이오사이언스,동아쏘시오홀딩스,크래프톤
512,LG전자,SK아이이테크놀로지,삼화콘덴서
513,코웨이,일진하이솔루스,LG전자
514,LG전자,금호석유,롯데정밀화학
515,LG이노텍,솔루엠,엠씨넥스
516,코웨이,쿠쿠홈시스,한국콜마
517,SK디스커버리,GS,S-Oil
518,코웨이,쿠쿠홈시스,한국콜마
519,LG이노텍,DL건설,솔루엠
520,코웨이,LG생활건강,효성티앤씨
521,크래프톤,SK바이오사이언스,동아쏘시오홀딩스
522,SK하이닉스,금호석유,LG전자
523,에스디바이오센서,다우기술,동원산업
524,SK아이이테크놀로지,삼성SDI,삼화콘덴서
525,에스디바이오센서,다우기술,동원산업
526,LG전자,대상,삼성전자
527,LG전자,대상,LG디스플레이
528,에스디바이오센서,다우기술,동원산업
529,LG전자,대상,DL건설
530,SK바이오사이언스,동아쏘시오홀딩스,DL건설
531,하이브,SBS,제일기획
532,LG전자,대상,삼성전자
533,LG전자,대상,DL건설
534,엠씨넥스,솔루엠,LG이노텍
535,코웨이,쿠쿠홈시스,동아쏘시오홀딩스
536,LG이노텍,솔루엠,엠씨넥스
537,LG전자,대상,DL건설
538,LG전자,동아쏘시오홀딩스,SK바이오사이언스
539,동아쏘시오홀딩스,SK바이오사이언스,종근당
540,크래프톤,LG이노텍,다우기술
541,DB하이텍,DL건설,해성디에스
542,LG이노텍,솔루엠,엠씨넥스
543,대상,에스디바이오센서,크래프톤
544,키움증권,금호석유,LG전자
545,DL건설,코오롱글로벌,LX인터내셔널
546,SK하이닉스,LG전자,DB하이텍
547,일진하이솔루스,현대모비스,기아
548,LG전자,LG이노텍,금호석유
549,동아쏘시오홀딩스,LG디스플레이,SK바이오사이언스
550,크래프톤,다우기술,더블유게임즈
551,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
552,LG전자,대상,DL건설
553,금호석유,롯데정밀화학,유니드
554,금호석유,SK바이오사이언스,동아쏘시오홀딩스
555,SK바이오사이언스,동아쏘시오홀딩스,LG전자
556,동아쏘시오홀딩스,프레스티지바이오파마,종근당
557,DL건설,코오롱글로벌,LX인터내셔널
558,DL건설,코오롱글로벌,LX인터내셔널
559,LG디스플레이,엠씨넥스,솔루엠
560,DL건설,대상,에스디바이오센서
561,LG전자,대상,DL건설
562,동아쏘시오홀딩스,프레스티지바이오파마,종근당
563,대상,SK아이이테크놀로지,DL건설
564,삼성전자,SK하이닉스,LG전자
565,LG전자,대상,삼성전자
566,동아쏘시오홀딩스,SK바이오팜,셀트리온
567,금호석유,롯데정밀화학,유니드
568,DL건설,코오롱글로벌,LX인터내셔널
569,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
570,키움증권,DB손해보험,메리츠화재
571,금호석유,DL건설,LG디스플레이
572,동아쏘시오홀딩스,프레스티지바이오파마,종근당
573,DL건설,대상,코오롱글로벌
574,삼성전자,SK하이닉스,해성디에스
575,에스디바이오센서,다우기술,동원산업
576,에스디바이오센서,다우기술,동원산업
577,DB하이텍,해성디에스,한미반도체
578,금호석유,롯데정밀화학,유니드
579,LG전자,대상,DL건설
580,LG전자,SK아이이테크놀로지,대상
581,에스디바이오센서,다우기술,동원산업
582,DL건설,코오롱글로벌,LX인터내셔널
583,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
584,LG전자,대상,DL건설
585,LG전자,대상,DL건설
586,SK아이이테크놀로지,대상,SK디스커버리
587,SK하이닉스,LG전자,DB하이텍
588,에스디바이오센서,다우기술,동원산업
589,SK하이닉스,DB하이텍,LG전자
590,LG이노텍,엠씨넥스,삼성전기
591,대상,에스디바이오센서,CJ제일제당
592,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
593,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
594,LG전자,대상,삼성전자
595,하이브,SBS,제일기획
596,동아쏘시오홀딩스,프레스티지바이오파마,종근당
597,에스디바이오센서,다우기술,동원산업
598,동아쏘시오홀딩스,프레스티지바이오파마,종근당
599,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
600,LG전자,대상,DL건설
601,금호석유,롯데정밀화학,유니드
602,LG전자,대상,키움증권
603,DL건설,LG,코오롱글로벌
604,DL건설,코오롱글로벌,LX인터내셔널
605,엠씨넥스,솔루엠,LG이노텍
606,SK하이닉스,DB하이텍,해성디에스
607,DL건설,대상,에스디바이오센서
608,LG전자,대상,DL건설
609,동아쏘시오홀딩스,프레스티지바이오파마,종근당
610,SK디스커버리,SK이노베이션,대상
611,LG전자,대상,삼성전자
612,DL건설,BGF리테일,LX인터내셔널
613,DL건설,코오롱글로벌,LX인터내셔널
614,LG전자,SK아이이테크놀로지,삼화콘덴서
615,LG이노텍,솔루엠,엠씨넥스
616,DB하이텍,해성디에스,한미반도체
617,DL건설,코오롱글로벌,LX인터내셔널
618,삼성전자,SK하이닉스,DL건설
619,하이브,SBS,제일기획
620,DL건설,코오롱글로벌,LX인터내셔널
621,에스디바이오센서,다우기술,동원산업
622,에스디바이오센서,다우기술,동원산업
623,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
624,SK가스,한국전력,한국가스공사
